Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,USG%,TS%,PTS_per_TSA,FT_rate,3P_rate,AST_TO,TOV%,TRB%_approx,STL_per_min,BLK_per_min,STL%,BLK%,Raw_EFF,PF_per_min,Load,Creation_proxy,PTS_log,AST_log,TRB_log,STL_log,BLK_log,TOV_log
Jalen Wilson,23.0,43.0,3.0,15.4,1.8,4.2,0.425,0.6,1.7,0.324,1.2,2.4,0.495,0.492,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,2024,33.01296557599638,0.5337307136406626,1.0674614272813252,0.2619041383234802,0.40476094104537846,2.4999375015624605,7.867805138070145,19.48050683083972,0.019480506830839718,0.006493502276946574,1.9480506830839721,0.6493502276946573,0.4155841457245807,0.07142852504641231,6.0840000000000005,0.45,1.791759469228055,0.6931471805599453,1.3862943611198906,0.26236426446749106,0.09531017980432487,0.33647223662121295
Jamal Cain,23.0,18.0,0.0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,2023,34.04508718414497,0.6385983003824496,1.2771966007648992,0.3243234477744654,0.29729649379326,2.3332555581480614,6.625427063986168,21.804494883838434,0.04511274803552779,0.0075187913392546326,4.511274803552779,0.7518791339254632,0.5639093504440974,0.09022549607105558,5.228,0.41000000000000003,1.8562979903656263,0.5306282510621704,1.3609765531356006,0.4700036292457355,0.09531017980432487,0.26236426446749106
Jamal Cain,24.0,26.0,1.0,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.9,1.8,0.479,0.5,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7,2024,36.95996304003696,0.5447569353447134,1.0895138706894267,0.29999900000333335,0.39999866667111106,1.333288890370321,8.116861155678691,13.999986000014001,0.039999960000040004,0.019999980000020002,3.9999960000040002,1.9999980000020001,0.3899996100003901,0.07999992000008001,4.096,0.265,1.547562508716013,0.33647223662121295,0.8754687373538999,0.33647223662121295,0.18232155679395465,0.26236426446749106
Jamal Murray,26.0,59.0,59.0,31.5,8.0,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,1.8,21.2,2024,64.0126780912133,0.5868021552246705,1.173604310449341,0.185628631360101,0.3473051812543825,3.0952233560792566,10.414595112777667,13.015868883851146,0.03174602166792963,0.02222221516755074,3.174602166792963,2.222221516755074,0.7079362831948308,0.057142839002273335,26.664,2.3600000000000003,3.100092288878234,2.0149030205422647,1.62924053973028,0.6931471805599453,0.5306282510621704,1.1314021114911006
Jamal Murray,25.0,65.0,65.0,32.8,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,2023,59.914615879690274,0.5729999008710173,1.1459998017420345,0.20624987109383056,0.4124997421876611,2.8181690083226894,11.19478363790778,12.195118233195661,0.03048779558298915,0.006097559116597831,3.0487795582989152,0.609755911659783,0.609755911659783,0.04878047293278265,25.851999999999997,2.24,3.044522437723423,1.9740810260220096,1.6094379124341003,0.6931471805599453,0.18232155679395465,1.1631508098056809
Jamal Murray,23.0,48.0,48.0,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,2021,56.92392762706264,0.5919138977474325,1.183827795494865,0.19393927640043856,0.3999997575759045,2.0869474480545738,11.38162540497555,11.267602459830291,0.03661970799444845,0.008450701844872718,3.6619707994448447,0.8450701844872719,0.5718308248363874,0.05633801229915146,25.008000000000003,2.02,3.100092288878234,1.7578579175523736,1.6094379124341003,0.832909122935104,0.26236426446749106,1.1939224684724346
Jamaree Bouyea,24.0,9.0,0.0,10.6,1.1,3.1,0.357,0.1,1.0,0.111,1.0,2.1,0.474,0.375,0.0,0.0,,0.3,1.8,2.1,1.2,0.1,0.0,1.0,1.1,2.3,2024,38.67920879319925,0.37096654526920875,0.7419330905384175,0.0,0.3225796045819207,1.1999880001199987,24.39018441418436,19.811302064809375,0.00943395336419494,0.0,0.943395336419494,0.0,0.2547167408332634,0.10377348700614435,5.3,0.355,1.1939224684724346,0.7884573603642702,1.1314021114911006,0.09531017980432487,0.0,0.6931471805599453
Jamaree Bouyea,23.0,5.0,0.0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,2023,26.59153056934467,0.504030564413426,1.008061128826852,0.14285663265488338,0.4285698979646501,0.9999875001562482,21.186384569956118,8.450698274156146,0.056337988494374304,0.028168994247187152,5.63379884943743,2.816899424718715,0.2535209482246844,0.08450698274156146,4.576,0.31000000000000005,1.3862943611198906,0.5877866649021191,0.7884573603642702,0.5877866649021191,0.33647223662121295,0.5877866649021191
James Bouknight,22.0,34.0,0.0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,2023,46.33109514497011,0.45931683182934413,0.9186336636586883,0.157894459834281,0.5614025238552214,1.3333185186831258,12.864475608239553,13.907275558095657,0.02649004868208697,0.006622512170521742,2.6490048682086966,0.6622512170521742,0.29801304767347825,0.09271517038730438,8.196,0.52,1.8870696490323797,0.7884573603642702,1.1314021114911006,0.33647223662121295,0.09531017980432487,0.6418538861723948
James Bouknight,23.0,14.0,0.0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,2024,52.482668133330804,0.6114109666747056,1.2228219333494112,0.03448263971503547,0.7241354340157448,3.9996000399960003,3.2851403247689723,10.344809750328018,0.01724134958388003,0.01724134958388003,1.724134958388003,1.724134958388003,0.534481837100281,0.03448269916776006,3.444,0.26,1.5260563034950494,0.33647223662121295,0.4700036292457355,0.09531017980432487,0.09531017980432487,0.09531017980432487
James Bouknight,21.0,31.0,0.0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,2022,55.51014743862506,0.46558610205242495,0.9311722041048499,0.22222172839615914,0.3555547654338546,1.5999680006399875,9.19115957507431,17.346921074570332,0.02040814244067098,0.0,2.0408142440670978,0.0,0.38775470637274867,0.0918366409830194,6.24,0.39,1.7227665977411035,0.5877866649021191,0.9932517730102833,0.18232155679395465,0.0,0.4054651081081644
James Ennis III,31.0,7.0,0.0,8.0,1.6,3.4,0.458,0.4,1.1,0.375,1.1,2.3,0.5,0.521,0.6,0.7,0.8,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1,2022,50.099937375078284,0.5528571929417666,1.1057143858835332,0.20588174740662527,0.32352846021041115,1.333288890370321,7.485011264941955,21.249973437533203,0.03749995312505859,0.03749995312505859,3.7499953125058596,3.7499953125058596,0.5749992812508985,0.08749989062513672,4.4079999999999995,0.28500000000000003,1.62924053973028,0.33647223662121295,0.9932517730102833,0.26236426446749106,0.26236426446749106,0.26236426446749106
James Ennis III,30.0,41.0,37.0,24.0,2.8,5.9,0.473,1.1,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.805,1.0,3.0,4.0,1.5,0.8,0.2,0.9,2.0,8.4,2021,32.1833199236167,0.6154738929163351,1.2309477858326703,0.355931600115932,0.42372809537610956,1.6666481483539073,11.651978700182935,16.666659722225116,0.033333319444450234,0.008333329861112558,3.3333319444450233,0.8333329861112558,0.4374998177084093,0.08333329861112558,9.224000000000002,0.7200000000000001,2.2407096892759584,0.9162907318741551,1.6094379124341003,0.5877866649021191,0.18232155679395465,0.6418538861723948
James Harden,33.0,58.0,58.0,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,2023,56.05433259393136,0.6094725972413528,1.2189451944827057,0.42758591200971585,0.49655138168870233,3.1470495675012717,16.48244304709955,16.576082452151507,0.03260868679111772,0.013586952829632383,3.260868679111772,1.3586952829632384,0.7391302339320016,0.05163042075260305,31.328,3.1900000000000004,3.091042453358316,2.4595888418037104,1.9600947840472698,0.7884573603642702,0.4054651081081644,1.4816045409242156
James Harden,32.0,65.0,65.0,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,2022,62.655897135511516,0.5817640248762297,1.1635280497524594,0.5359473621259071,0.45098009739862915,2.3409037706732487,18.877630479822177,20.69891916695721,0.034946227164992696,0.01612902792230432,3.4946227164992694,1.612902792230432,0.7392471131056146,0.06451611168921728,33.608000000000004,3.16,3.1354942159291497,2.424802725718295,2.1633230256605382,0.832909122935104,0.4700036292457355,1.6863989535702288
James Harden,31.0,44.0,43.0,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5.0,9.1,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,2021,65.33331548270067,0.6177176487958775,1.235435297591755,0.43712548675120555,0.45508954785057015,2.6999932500168753,16.727995680831516,21.584693556094653,0.032786876287738714,0.021857917525159143,3.2786876287738713,2.1857917525159145,0.8579232628624963,0.06284151288483253,34.712,3.3900000000000006,3.242592351485517,2.468099531471619,2.186051276738094,0.7884573603642702,0.5877866649021191,1.6094379124341003
James Harden,34.0,72.0,72.0,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,2024,46.97374723797457,0.6142683434958974,1.2285366869917949,0.4210522622348577,0.596490704832715,3.2692181953146333,16.137030699459594,14.868800329795821,0.03206996149563805,0.023323608360464036,3.206996149563805,2.3323608360464037,0.6530610340929929,0.052478118811044076,24.612000000000002,2.5300000000000002,2.8678989020441064,2.2512917986064953,1.8082887711792655,0.7419373447293773,0.5877866649021191,1.2809338454620642
James Johnson,34.0,62.0,10.0,19.2,2.3,5.0,0.469,0.4,1.4,0.271,2.0,3.6,0.545,0.507,0.5,0.9,0.527,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5,2022,32.2708165256164,0.5096358235066281,1.0192716470132561,0.17999964000072002,0.27999944000112,2.6249671879101513,12.911535003978369,18.229157172313975,0.026041653103305678,0.026041653103305678,2.6041653103305675,2.6041653103305675,0.42708311089421297,0.13541659613718954,8.296000000000001,0.6950000000000001,1.8718021769015913,1.1314021114911006,1.5040773967762742,0.4054651081081644,0.4054651081081644,0.5877866649021191
James Johnson,36.0,9.0,0.0,5.2,0.3,1.1,0.3,0.0,0.2,0.0,0.3,0.9,0.375,0.3,0.2,0.2,1.0,0.1,0.3,0.4,0.9,0.6,0.1,0.6,1.0,0.9,2024,34.384549260482196,0.37878469036455914,0.7575693807291183,0.18181652894064598,0.18181652894064598,1.4999750004166599,33.556859301681754,7.692292899436732,0.11538439349155098,0.01923073224859183,11.538439349155098,1.923073224859183,0.2884609837288775,0.1923073224859183,2.688,0.22500000000000003,0.6418538861723948,0.6418538861723948,0.33647223662121295,0.4700036292457355,0.09531017980432487,0.4700036292457355
James Johnson,33.0,51.0,12.0,20.5,2.9,6.4,0.446,0.6,2.4,0.258,2.3,4.1,0.556,0.494,0.9,1.5,0.592,0.6,2.8,3.5,1.9,0.8,0.8,1.1,2.4,7.2,2021,39.80485863177628,0.5099142919061022,1.0198285838122043,0.23437463378963472,0.3749994140634155,1.7272570249361365,13.480375636794564,17.073162403335413,0.0390243712076238,0.0390243712076238,3.90243712076238,3.90243712076238,0.4390241760857679,0.1170731136228714,10.06,0.74,2.1041341542702074,1.0647107369924282,1.5040773967762742,0.5877866649021191,0.5877866649021191,0.7419373447293773
James Johnson,35.0,18.0,1.0,9.0,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,2023,36.399959555600496,0.4867855118723508,0.9735710237447016,0.14814759945333536,0.2962951989066707,1.9999500012499687,12.209974939026436,18.88886790125789,0.04444439506178327,0.033333296296337446,4.444439506178327,3.333329629633745,0.43333285185238685,0.19999977777802472,4.0760000000000005,0.30000000000000004,1.33500106673234,0.5877866649021191,0.9932517730102833,0.33647223662121295,0.26236426446749106,0.33647223662121295
James Nunnally,30.0,9.0,0.0,5.3,0.6,1.4,0.385,0.4,1.3,0.333,0.1,0.1,1.0,0.538,0.1,0.2,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.2,0.1,1.7,2021,31.848996511327336,0.5712327202102137,1.1424654404204273,0.1428561224562682,0.9285647959657432,1.4999250037498122,11.848271041048335,18.86788892851146,0.0,0.0,0.0,0.0,0.35848988964171774,0.018867888928511458,1.988,0.14500000000000002,0.9932517730102833,0.26236426446749106,0.6931471805599453,0.0,0.0,0.18232155679395465
James Wiseman,22.0,63.0,6.0,17.3,3.0,4.8,0.613,0.0,0.0,0.0,3.0,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,2.2,7.1,2024,37.59535399112486,0.6449842932698161,1.2899685865396322,0.3333326388903357,0.0,0.8999910000899991,15.375130112038574,30.635820441722288,0.011560686959140486,0.034682060877421456,1.1560686959140485,3.468206087742146,0.624277095793586,0.12716755655054535,7.404,0.535,2.0918640616783932,0.6418538861723948,1.840549633397487,0.18232155679395465,0.4700036292457355,0.6931471805599453
James Wiseman,19.0,39.0,27.0,21.4,4.9,9.4,0.519,0.3,1.0,0.316,4.6,8.5,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5,2021,55.45791801031869,0.5545905144767415,1.109181028953483,0.2340423042103147,0.10638286555014304,0.46666355557629613,12.639018672886188,27.102791073462118,0.014018685037997646,0.04205605511399294,1.4018685037997647,4.205605511399294,0.5794389815705694,0.14485974539264235,12.568,0.7150000000000001,2.5257286443082556,0.5306282510621704,1.916922612182061,0.26236426446749106,0.6418538861723948,0.9162907318741551
James Wiseman,21.0,45.0,22.0,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,2023,49.57510384709645,0.5904574982788164,1.1809149965576329,0.29333294222274375,0.05333326222231704,0.6363578512922609,11.496643502671926,30.56993234718531,0.010362688931249258,0.031088066793747773,1.0362688931249258,3.1088066793747773,0.6373053692718295,0.1243522671749911,10.267999999999999,0.64,2.3978952727983707,0.5306282510621704,1.9315214116032138,0.18232155679395465,0.4700036292457355,0.7419373447293773
Jamorko Pickett,24.0,13.0,0.0,13.5,1.4,3.8,0.36,1.0,3.0,0.333,0.4,0.8,0.455,0.49,0.1,0.2,0.5,0.5,2.0,2.5,0.5,0.0,0.5,0.4,0.9,3.8,2022,31.76293943485968,0.48868187067420094,0.9773637413484019,0.05263144044357779,0.7894716066536667,1.2499687507812303,9.328336454439238,18.518504801107554,0.0,0.037037009602215114,0.0,3.703700960221511,0.325925684499493,0.0666666172839872,4.788,0.29000000000000004,1.5686159179138452,0.4054651081081644,1.252762968495368,0.0,0.4054651081081644,0.33647223662121295
Jarace Walker,20.0,33.0,0.0,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,2024,38.174720218718235,0.5244739962878896,1.0489479925757792,0.09090881542783204,0.5151499540910482,2.399952000959981,12.716142634428701,18.446584032442686,0.04854364219063865,0.02912618531438319,4.854364219063865,2.912618531438319,0.4854364219063865,0.08737855594314957,5.132,0.42000000000000004,1.5260563034950494,0.7884573603642702,1.0647107369924282,0.4054651081081644,0.26236426446749106,0.4054651081081644
Jared Butler,21.0,42.0,1.0,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,2022,53.209240454371574,0.5031766335364577,1.0063532670729154,0.11111080246999314,0.583331712967464,1.874976562792965,17.48247927779878,12.790682801531629,0.04651157382375137,0.023255786911875687,4.651157382375137,2.3255786911875687,0.46511573823751384,0.12790682801531628,6.076,0.49000000000000005,1.5686159179138452,0.9162907318741551,0.7419373447293773,0.33647223662121295,0.18232155679395465,0.5877866649021191
Jared Butler,22.0,6.0,1.0,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3.0,0.444,0.578,0.0,0.0,,0.2,0.5,0.7,1.3,0.8,0.0,0.8,0.8,6.2,2023,47.65621276858377,0.5849045567838552,1.1698091135677104,0.0,0.4339614453557635,1.6249796877539031,13.11473259879902,5.4687457275424,0.06249995117191315,0.0,6.249995117191315,0.0,0.4218746704104139,0.06249995117191315,7.3999999999999995,0.5700000000000001,1.9740810260220096,0.832909122935104,0.5306282510621704,0.5877866649021191,0.0,0.5877866649021191
Jared Butler,23.0,40.0,0.0,14.2,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,2024,47.154896369791295,0.5837646705621377,1.1675293411242753,0.17999964000072002,0.39999920000160005,2.461519526772871,19.414546871943145,10.563372842695182,0.04929573993257751,0.014084497123593576,4.929573993257752,1.4084497123593576,0.563379884943743,0.10563372842695182,9.896,0.9550000000000001,1.9878743481543455,1.4350845252893227,0.9162907318741551,0.5306282510621704,0.18232155679395465,0.832909122935104
Jared Dudley,35.0,12.0,0.0,6.8,0.2,0.8,0.222,0.2,0.5,0.333,0.0,0.3,0.0,0.333,0.0,0.0,,0.3,1.4,1.8,0.4,0.1,0.1,0.2,0.6,0.5,2021,14.705860726675404,0.31249609379882753,0.6249921875976551,0.0,0.6249921875976551,1.99990000499975,19.99980000199998,26.470549308015727,0.014705860726675403,0.014705860726675403,1.4705860726675404,1.4705860726675404,0.30882307526018343,0.08823516436005241,1.4000000000000001,0.10500000000000001,0.4054651081081644,0.33647223662121295,1.0296194171811583,0.09531017980432487,0.09531017980432487,0.18232155679395465
Jared Harper,24.0,5.0,0.0,8.6,2.8,5.2,0.538,1.0,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,2022,69.20922184974205,0.6664253126345234,1.3328506252690469,0.15384585798873465,0.46153757396620393,6.999825004374889,6.7204188165006435,4.651157382375137,0.09302314764750275,0.023255786911875687,9.302314764750275,2.3255786911875687,1.0232546241225302,0.11627893455937843,8.752,0.9299999999999999,2.128231705849268,1.33500106673234,0.33647223662121295,0.5877866649021191,0.18232155679395465,0.33647223662121295
Jared Harper,23.0,8.0,0.0,2.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.4,0.5,0.75,0.0,0.3,0.3,0.1,0.0,0.0,0.4,0.1,0.4,2021,55.9997200014,0.2777739198066694,0.5555478396133388,0.9999800003999921,0.19999600007999843,0.2499937501562461,35.713966839581786,14.999925000374997,0.0,0.0,0.0,0.0,-0.09999950000250002,0.049999750001249996,1.22,0.04000000000000001,0.33647223662121295,0.09531017980432487,0.26236426446749106,0.0,0.0,0.33647223662121295
Jared Rhoden,23.0,14.0,0.0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,2023,24.65246478548597,0.4883989975610575,0.976797995122115,0.12903184183276828,0.4516114464146889,1.4999250037498122,5.753723378241143,18.439703234253027,0.021276580654907336,0.00709219355163578,2.127658065490734,0.7092193551635779,0.3120565162719742,0.11347509682617248,3.7760000000000002,0.22000000000000003,1.4350845252893227,0.26236426446749106,1.2809338454620642,0.26236426446749106,0.09531017980432487,0.18232155679395465
Jared Rhoden,24.0,17.0,0.0,14.4,1.9,3.9,0.5,0.7,1.8,0.387,1.2,2.1,0.6,0.591,0.3,0.5,0.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9,2024,31.388867091064522,0.5946587508282748,1.1893175016565496,0.12820479947487315,0.4615372781095433,1.9999500012499687,8.849537943500124,13.194435281642166,0.01388887924383386,0.05555551697533544,1.3888879243833858,5.555551697533543,0.4166663773150158,0.11111103395067087,5.32,0.405,1.7749523509116738,0.5877866649021191,1.0647107369924282,0.18232155679395465,0.5877866649021191,0.33647223662121295
Jaren Jackson Jr.,23.0,63.0,63.0,28.4,6.6,13.0,0.506,1.6,4.5,0.355,5.0,8.6,0.585,0.567,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,2023,59.352091777432484,0.6136179640947717,1.2272359281895433,0.3769227869824716,0.34615357988186163,0.5882318339303887,10.08542353736145,23.943653540967066,0.035211255207304504,0.10563376562191353,3.521125520730451,10.563376562191351,0.7464786103948555,0.12676051874629624,17.855999999999998,1.1300000000000001,2.975529566236472,0.6931471805599453,2.0541237336955462,0.6931471805599453,1.3862943611198906,0.9932517730102833
Jaren Jackson Jr.,22.0,78.0,78.0,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,2022,62.03660731259805,0.5349169500413823,1.0698339000827646,0.33082681892720384,0.3834583583019862,0.6470550173234275,10.037783397624352,21.24541346321851,0.03296702089120114,0.08424905338862512,3.2967020891201138,8.424905338862512,0.589743373720376,0.12820508124355998,18.036,1.0350000000000001,2.8507065015037334,0.7419373447293773,1.916922612182061,0.6418538861723948,1.1939224684724346,0.9932517730102833
Jaren Jackson Jr.,21.0,11.0,4.0,23.5,4.8,11.4,0.424,1.5,5.5,0.283,3.3,5.9,0.554,0.492,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,3.8,14.4,2021,61.58295251789255,0.5507951722803149,1.1015903445606299,0.33333304093592897,0.4824557171441078,0.785708673509475,9.673846272908877,23.829777093711876,0.046808490719791186,0.06808507741060536,4.680849071979119,6.808507741060536,0.6468082354007509,0.1617020588501877,15.572000000000001,0.9400000000000002,2.7343675094195836,0.7419373447293773,1.8870696490323797,0.7419373447293773,0.9555114450274363,0.8754687373538999
Jaren Jackson Jr.,24.0,66.0,66.0,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6.0,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,2024,70.72047493152951,0.5522282779166121,1.1044565558332242,0.35795434207139654,0.31249982244328267,0.9583293402944154,10.539254110638456,17.080740037037252,0.03726706917171764,0.04968942556229019,3.726706917171764,4.968942556229019,0.611801052235698,0.11180120751515293,25.072,1.585,3.1570004211501135,1.1939224684724346,1.8718021769015913,0.7884573603642702,0.9555114450274363,1.2237754316221157
Jarred Vanderbilt,23.0,78.0,65.0,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,2023,32.331936791727465,0.599210256052403,1.198420512104806,0.3103442925098405,0.20689619500656034,1.999983333472221,15.400390913256016,31.120319037212017,0.04564313458791096,0.012448127614884806,4.564313458791096,1.2448127614884807,0.6141076290009838,0.09958502091907845,10.191999999999998,0.875,2.186051276738094,1.2237754316221157,2.1400661634962708,0.7419373447293773,0.26236426446749106,0.7884573603642702
Jarred Vanderbilt,22.0,74.0,67.0,25.4,2.9,4.9,0.587,0.0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,2022,26.346446320296728,0.6061127791412876,1.2122255582825752,0.36734618908941,0.04081624323215667,1.2999870001299987,14.943193450099447,33.07085312171137,0.051181082212172366,0.02362203794407955,5.118108221217236,2.362203794407955,0.5866139422779757,0.0944881517763182,7.992,0.605,2.066862759472976,0.832909122935104,2.2407096892759584,0.832909122935104,0.4700036292457355,0.6931471805599453
Jarred Vanderbilt,21.0,64.0,30.0,17.8,2.2,3.7,0.606,0.0,0.1,0.2,2.2,3.6,0.615,0.608,0.9,1.6,0.559,1.8,3.9,5.8,1.2,1.0,0.7,0.8,1.9,5.4,2021,29.23593863149515,0.6130776269808653,1.2261552539617306,0.4324312636992873,0.027026953981205457,1.4999812502343721,15.372760621136395,32.58425135716216,0.0561797437192451,0.03932582060347157,5.61797437192451,3.932582060347157,0.6235951552836205,0.10674151306656568,6.404,0.51,1.8562979903656263,0.7884573603642702,1.916922612182061,0.6931471805599453,0.5306282510621704,0.5877866649021191
Jarred Vanderbilt,24.0,29.0,6.0,20.0,2.0,3.9,0.518,0.3,0.9,0.296,1.8,3.0,0.586,0.553,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,2024,27.139986430006783,0.587171212350469,1.174342424700938,0.3076915187396955,0.23076863905477166,1.1999880001199987,18.422957953283063,23.999988000006,0.059999970000015,0.0099999950000025,5.9999970000015,0.9999995000002501,0.4649997675001161,0.07499996250001875,6.628,0.5,1.824549292051046,0.7884573603642702,1.7578579175523736,0.7884573603642702,0.18232155679395465,0.6931471805599453
Jarrell Brantley,26.0,4.0,0.0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,2023,43.06118054981577,0.7392453246093424,1.478490649218685,0.14285673469504373,0.6571409795972011,1.5999680006399875,11.848313155656028,15.306106830503234,0.0,0.05102035610167745,0.0,5.102035610167745,0.6428564868811358,0.08163256976268392,5.0200000000000005,0.43500000000000005,1.8718021769015913,0.5877866649021191,0.9162907318741551,0.0,0.4054651081081644,0.4054651081081644
Jarrell Brantley,24.0,28.0,0.0,4.9,0.9,1.9,0.481,0.4,1.0,0.429,0.5,0.9,0.542,0.596,0.1,0.1,1.0,0.3,0.6,1.0,0.5,0.3,0.1,0.3,0.6,2.3,2021,45.79582490647978,0.5915607430002932,1.1831214860005863,0.05263130194051611,0.5263130194051611,1.6666111129629013,13.368924380907394,20.408121616078336,0.061224364848235,0.020408121616078335,6.1224364848235,2.0408121616078336,0.5918355268662716,0.12244872969647,2.7439999999999998,0.215,1.1939224684724346,0.4054651081081644,0.6931471805599453,0.26236426446749106,0.09531017980432487,0.26236426446749106
Jarrett Allen,25.0,77.0,77.0,31.7,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,2024,44.176642215570276,0.6651074934638073,1.3302149869276145,0.3867920879319925,0.00943395336419494,1.6874894531909175,11.425298896530352,33.12301794226563,0.022082011961510422,0.034700304510944954,2.2082011961510424,3.4700304510944955,0.7854887112022992,0.059936889609814005,16.704,1.3650000000000002,2.8622008809294686,1.308332819650179,2.4423470353692043,0.5306282510621704,0.7419373447293773,0.9555114450274363
